data,cidade,temperatura_media,temperatura_min,temperatura_max,choveu,precipitacao_mm,humidade_media,vento_kmh,fonte_api
2022-08-03,Porto,24.8,22.2,26.9,1,9.3,78,15.3,synthetic_weather_api_v1
2022-08-04,Porto,19.5,16.0,23.3,0,0.0,69,15.1,synthetic_weather_api_v1
2022-08-05,Porto,20.5,18.7,22.5,0,0.0,63,22.8,synthetic_weather_api_v1
2022-08-06,Porto,18.8,15.4,21.8,0,0.0,62,3.2,synthetic_weather_api_v1
2022-08-07,Porto,20.8,17.0,24.7,0,0.0,72,10.5,synthetic_weather_api_v1
2022-08-08,Porto,23.3,19.0,26.2,0,0.0,63,13.2,synthetic_weather_api_v1
2022-08-09,Porto,22.7,19.9,26.3,0,0.0,64,12.6,synthetic_weather_api_v1
2022-08-10,Porto,17.3,14.8,19.8,0,0.0,74,8.1,synthetic_weather_api_v1
2022-08-11,Porto,20.0,16.2,24.5,0,0.0,68,23.0,synthetic_weather_api_v1
2022-08-12,Porto,17.7,14.7,20.2,0,0.0,57,17.5,synthetic_weather_api_v1
2022-08-13,Porto,22.3,17.8,24.9,0,0.0,66,2.0,synthetic_weather_api_v1
2022-08-14,Porto,22.6,18.8,26.8,0,0.0,60,15.8,synthetic_weather_api_v1
2022-08-15,Porto,23.6,19.6,28.2,0,0.0,55,17.2,synthetic_weather_api_v1
2022-08-16,Porto,19.1,15.5,22.9,0,0.0,45,14.9,synthetic_weather_api_v1
2022-08-17,Porto,21.6,18.0,26.4,0,0.0,55,15.6,synthetic_weather_api_v1
2022-08-18,Porto,21.2,17.5,24.3,0,0.0,62,17.8,synthetic_weather_api_v1
2022-08-19,Porto,19.8,16.1,24.5,0,0.0,69,16.5,synthetic_weather_api_v1
2022-08-20,Porto,23.1,20.6,26.0,1,6.0,80,18.3,synthetic_weather_api_v1
2022-08-21,Porto,19.8,17.0,24.7,0,0.0,66,13.7,synthetic_weather_api_v1
2022-08-22,Porto,21.4,18.3,23.7,1,1.8,74,24.0,synthetic_weather_api_v1
2022-08-23,Porto,19.6,16.5,23.8,0,0.0,57,27.7,synthetic_weather_api_v1
2022-08-24,Porto,21.5,18.9,24.1,0,0.0,80,15.9,synthetic_weather_api_v1
2022-08-25,Porto,19.4,15.3,22.3,0,0.0,53,9.5,synthetic_weather_api_v1
2022-08-26,Porto,18.3,14.1,19.2,0,0.0,62,11.0,synthetic_weather_api_v1
2022-08-27,Porto,23.1,20.8,26.0,0,0.0,59,13.7,synthetic_weather_api_v1
2022-08-28,Porto,19.0,15.5,21.6,0,0.0,69,11.8,synthetic_weather_api_v1
2022-08-29,Porto,20.7,16.9,23.9,1,2.2,71,16.8,synthetic_weather_api_v1
2022-08-30,Porto,19.1,14.9,24.9,0,0.0,80,10.1,synthetic_weather_api_v1
2022-08-31,Porto,15.8,13.1,18.9,0,0.0,76,15.9,synthetic_weather_api_v1
2022-09-01,Porto,20.5,17.2,24.5,0,0.0,61,10.9,synthetic_weather_api_v1
2022-09-02,Porto,17.9,14.3,19.6,0,0.0,61,19.5,synthetic_weather_api_v1
2022-09-03,Porto,19.6,15.8,22.9,0,0.0,71,13.5,synthetic_weather_api_v1
2022-09-04,Porto,21.0,18.3,23.9,0,0.0,68,17.6,synthetic_weather_api_v1
2022-09-05,Porto,20.1,16.4,23.0,0,0.0,69,11.2,synthetic_weather_api_v1
2022-09-06,Porto,21.1,18.0,25.1,0,0.0,63,15.4,synthetic_weather_api_v1
2022-09-07,Porto,19.4,17.1,21.1,0,0.0,67,19.6,synthetic_weather_api_v1
2022-09-08,Porto,18.5,16.1,20.9,1,4.0,56,12.1,synthetic_weather_api_v1
2022-09-09,Porto,19.1,16.9,22.5,0,0.0,63,13.4,synthetic_weather_api_v1
2022-09-10,Porto,18.9,15.6,22.3,0,0.0,56,8.7,synthetic_weather_api_v1
2022-09-11,Porto,16.0,12.3,20.1,0,0.0,80,11.0,synthetic_weather_api_v1
2022-09-12,Porto,19.4,15.0,22.7,0,0.0,88,15.5,synthetic_weather_api_v1
2022-09-13,Porto,22.0,18.2,25.2,0,0.0,54,22.0,synthetic_weather_api_v1
2022-09-14,Porto,19.5,17.5,21.7,0,0.0,71,9.7,synthetic_weather_api_v1
2022-09-15,Porto,16.7,13.6,19.7,0,0.0,59,15.6,synthetic_weather_api_v1
2022-09-16,Porto,19.2,16.1,21.5,1,7.6,49,17.7,synthetic_weather_api_v1
2022-09-17,Porto,18.9,14.5,23.1,0,0.0,69,11.8,synthetic_weather_api_v1
2022-09-18,Porto,18.3,15.4,21.6,0,0.0,62,7.4,synthetic_weather_api_v1
2022-09-19,Porto,22.7,19.4,25.5,0,0.0,62,13.9,synthetic_weather_api_v1
2022-09-20,Porto,19.0,14.3,23.9,0,0.0,70,7.1,synthetic_weather_api_v1
2022-09-21,Porto,18.3,16.3,20.6,0,0.0,60,11.7,synthetic_weather_api_v1
2022-09-22,Porto,18.7,13.5,21.6,0,0.0,57,9.9,synthetic_weather_api_v1
2022-09-23,Porto,16.2,12.2,18.2,0,0.0,69,14.9,synthetic_weather_api_v1
2022-09-24,Porto,17.3,14.3,19.6,0,0.0,73,17.2,synthetic_weather_api_v1
2022-09-25,Porto,17.8,14.3,20.9,0,0.0,51,12.8,synthetic_weather_api_v1
2022-09-26,Porto,21.3,18.5,23.2,0,0.0,53,17.0,synthetic_weather_api_v1
2022-09-27,Porto,20.3,16.2,23.9,1,3.8,74,8.1,synthetic_weather_api_v1
2022-09-28,Porto,19.4,16.3,21.0,1,9.6,78,8.5,synthetic_weather_api_v1
2022-09-29,Porto,18.1,14.3,21.3,0,0.0,63,15.1,synthetic_weather_api_v1
2022-09-30,Porto,22.0,19.5,25.6,1,1.8,67,13.5,synthetic_weather_api_v1
2022-10-01,Porto,17.5,13.7,21.2,0,0.0,66,14.1,synthetic_weather_api_v1
2022-10-02,Porto,16.7,13.0,21.9,0,0.0,61,13.5,synthetic_weather_api_v1
2022-10-03,Porto,15.0,11.7,17.7,1,5.4,73,15.4,synthetic_weather_api_v1
2022-10-04,Porto,18.2,15.6,21.3,1,1.3,83,15.6,synthetic_weather_api_v1
2022-10-05,Porto,19.1,15.6,22.2,1,7.4,68,15.3,synthetic_weather_api_v1
2022-10-06,Porto,13.4,9.2,17.4,1,4.0,72,23.4,synthetic_weather_api_v1
2022-10-07,Porto,18.9,15.4,23.0,1,2.4,59,19.6,synthetic_weather_api_v1
2022-10-08,Porto,20.1,15.5,23.9,1,2.8,76,11.6,synthetic_weather_api_v1
2022-10-09,Porto,15.2,11.7,17.7,1,6.4,62,18.9,synthetic_weather_api_v1
2022-10-10,Porto,11.5,8.1,14.6,0,0.0,75,10.4,synthetic_weather_api_v1
2022-10-11,Porto,17.5,13.1,22.3,0,0.0,69,15.9,synthetic_weather_api_v1
2022-10-12,Porto,16.9,14.4,18.6,0,0.0,61,10.6,synthetic_weather_api_v1
2022-10-13,Porto,17.2,13.1,21.7,0,0.0,58,12.7,synthetic_weather_api_v1
2022-10-14,Porto,15.9,13.3,18.9,0,0.0,52,16.1,synthetic_weather_api_v1
2022-10-15,Porto,14.9,12.0,17.3,0,0.0,79,15.8,synthetic_weather_api_v1
2022-10-16,Porto,15.6,12.6,17.4,0,0.0,59,19.5,synthetic_weather_api_v1
2022-10-17,Porto,15.7,12.8,16.2,0,0.0,64,18.1,synthetic_weather_api_v1
2022-10-18,Porto,13.0,9.5,18.0,1,10.0,79,10.1,synthetic_weather_api_v1
2022-10-19,Porto,13.4,10.9,15.3,0,0.0,51,3.4,synthetic_weather_api_v1
2022-10-20,Porto,18.9,14.4,22.7,0,0.0,69,14.7,synthetic_weather_api_v1
2022-10-21,Porto,18.4,15.6,21.2,0,0.0,62,14.4,synthetic_weather_api_v1
2022-10-22,Porto,16.5,14.3,18.3,1,3.9,57,18.5,synthetic_weather_api_v1
2022-10-23,Porto,15.2,10.9,19.1,0,0.0,63,20.2,synthetic_weather_api_v1
2022-10-24,Porto,16.5,13.0,20.6,1,2.1,74,12.9,synthetic_weather_api_v1
2022-10-25,Porto,17.7,13.1,21.1,1,17.7,77,7.3,synthetic_weather_api_v1
2022-10-26,Porto,16.4,12.7,20.8,1,2.2,66,22.0,synthetic_weather_api_v1
2022-10-27,Porto,18.3,15.1,20.8,1,3.7,78,13.1,synthetic_weather_api_v1
2022-10-28,Porto,16.0,13.2,20.6,0,0.0,72,13.0,synthetic_weather_api_v1
2022-10-29,Porto,15.1,11.6,17.6,0,0.0,65,11.4,synthetic_weather_api_v1
2022-10-30,Porto,19.1,16.4,22.8,1,2.2,74,7.2,synthetic_weather_api_v1
2022-10-31,Porto,15.4,12.6,18.9,0,0.0,69,13.1,synthetic_weather_api_v1
2022-11-01,Porto,7.6,5.3,9.2,0,0.0,78,10.2,synthetic_weather_api_v1
2022-11-02,Porto,12.8,11.3,15.2,0,0.0,76,17.3,synthetic_weather_api_v1
2022-11-03,Porto,11.2,8.7,13.6,0,0.0,65,6.6,synthetic_weather_api_v1
2022-11-04,Porto,15.7,11.8,18.5,0,0.0,57,19.1,synthetic_weather_api_v1
2022-11-05,Porto,16.8,13.1,20.2,0,0.0,82,13.1,synthetic_weather_api_v1
2022-11-06,Porto,16.6,11.5,20.2,1,4.7,97,8.6,synthetic_weather_api_v1
2022-11-07,Porto,13.2,9.6,16.9,1,5.4,76,16.9,synthetic_weather_api_v1
2022-11-08,Porto,15.3,11.6,18.2,1,4.2,70,9.3,synthetic_weather_api_v1
2022-11-09,Porto,10.7,8.3,11.7,1,3.6,77,17.7,synthetic_weather_api_v1
2022-11-10,Porto,11.8,9.1,14.2,1,11.2,78,18.6,synthetic_weather_api_v1
2022-11-11,Porto,9.2,5.4,14.1,0,0.0,66,12.6,synthetic_weather_api_v1
2022-11-12,Porto,13.5,10.9,15.3,1,17.8,72,9.6,synthetic_weather_api_v1
2022-11-13,Porto,13.4,10.5,16.9,1,8.7,82,14.7,synthetic_weather_api_v1
2022-11-14,Porto,18.6,14.9,21.8,1,12.8,85,17.9,synthetic_weather_api_v1
2022-11-15,Porto,10.5,6.3,12.9,0,0.0,70,18.5,synthetic_weather_api_v1
2022-11-16,Porto,13.7,9.5,17.2,0,0.0,49,17.7,synthetic_weather_api_v1
2022-11-17,Porto,11.4,8.3,14.7,1,2.9,74,11.6,synthetic_weather_api_v1
2022-11-18,Porto,12.0,6.7,16.7,1,9.4,77,9.3,synthetic_weather_api_v1
2022-11-19,Porto,11.4,8.7,15.6,0,0.0,68,26.1,synthetic_weather_api_v1
2022-11-20,Porto,13.0,8.4,17.1,0,0.0,69,10.2,synthetic_weather_api_v1
2022-11-21,Porto,11.3,8.2,16.4,1,5.5,84,17.6,synthetic_weather_api_v1
2022-11-22,Porto,11.0,8.7,13.5,1,10.4,84,4.3,synthetic_weather_api_v1
2022-11-23,Porto,13.3,8.7,16.4,1,5.1,90,9.9,synthetic_weather_api_v1
2022-11-24,Porto,13.7,10.4,17.7,1,14.8,65,18.0,synthetic_weather_api_v1
2022-11-25,Porto,14.4,11.6,18.0,1,5.5,73,10.7,synthetic_weather_api_v1
2022-11-26,Porto,10.7,6.9,14.8,1,6.2,67,14.0,synthetic_weather_api_v1
2022-11-27,Porto,14.4,12.2,16.1,0,0.0,61,14.7,synthetic_weather_api_v1
2022-11-28,Porto,16.3,13.4,20.9,1,15.8,88,17.8,synthetic_weather_api_v1
2022-11-29,Porto,13.4,9.8,16.6,1,4.9,85,12.4,synthetic_weather_api_v1
2022-11-30,Porto,12.3,9.2,15.7,0,0.0,69,21.6,synthetic_weather_api_v1
2022-12-01,Porto,12.9,10.2,14.6,1,14.1,61,9.9,synthetic_weather_api_v1
2022-12-02,Porto,11.3,8.0,15.9,1,11.2,79,7.4,synthetic_weather_api_v1
2022-12-03,Porto,10.8,8.1,12.9,1,1.9,80,20.4,synthetic_weather_api_v1
2022-12-04,Porto,9.8,6.8,12.3,0,0.0,73,12.7,synthetic_weather_api_v1
2022-12-05,Porto,8.6,4.1,12.3,0,0.0,71,10.9,synthetic_weather_api_v1
2022-12-06,Porto,9.6,6.9,14.7,1,6.3,82,9.3,synthetic_weather_api_v1
2022-12-07,Porto,9.6,6.6,12.7,1,5.0,79,13.7,synthetic_weather_api_v1
2022-12-08,Porto,12.9,9.1,15.7,0,0.0,67,13.0,synthetic_weather_api_v1
2022-12-09,Porto,9.2,4.3,13.0,1,0.7,78,18.5,synthetic_weather_api_v1
2022-12-10,Porto,11.8,8.0,14.8,0,0.0,69,18.0,synthetic_weather_api_v1
2022-12-11,Porto,13.5,10.5,16.7,0,0.0,69,12.1,synthetic_weather_api_v1
2022-12-12,Porto,11.3,8.1,14.4,1,2.1,69,14.1,synthetic_weather_api_v1
2022-12-13,Porto,13.4,10.1,18.6,1,2.1,71,2.2,synthetic_weather_api_v1
2022-12-14,Porto,10.4,8.0,13.6,1,7.7,67,11.5,synthetic_weather_api_v1
2022-12-15,Porto,6.8,3.8,9.4,0,0.0,61,7.9,synthetic_weather_api_v1
2022-12-16,Porto,11.1,7.8,14.6,0,0.0,76,6.3,synthetic_weather_api_v1
2022-12-17,Porto,9.7,6.4,12.7,1,8.9,79,17.2,synthetic_weather_api_v1
2022-12-18,Porto,9.3,5.5,12.0,1,5.9,73,10.4,synthetic_weather_api_v1
2022-12-19,Porto,11.9,8.8,15.4,0,0.0,58,3.0,synthetic_weather_api_v1
2022-12-20,Porto,11.8,9.4,14.6,1,1.6,87,22.6,synthetic_weather_api_v1
2022-12-21,Porto,12.6,8.5,16.6,1,7.5,72,14.8,synthetic_weather_api_v1
2022-12-22,Porto,11.2,7.3,13.7,0,0.0,69,26.4,synthetic_weather_api_v1
2022-12-23,Porto,11.6,8.7,14.5,1,1.6,75,18.3,synthetic_weather_api_v1
2022-12-24,Porto,10.2,8.2,13.4,0,0.0,69,11.6,synthetic_weather_api_v1
2022-12-25,Porto,9.3,5.6,13.5,0,0.0,57,11.2,synthetic_weather_api_v1
2022-12-26,Porto,11.1,8.6,13.8,0,0.0,66,14.9,synthetic_weather_api_v1
2022-12-27,Porto,12.5,9.3,16.2,0,0.0,60,15.4,synthetic_weather_api_v1
2022-12-28,Porto,10.2,6.7,15.0,0,0.0,65,7.7,synthetic_weather_api_v1
2022-12-29,Porto,10.4,7.2,14.1,1,2.8,85,17.9,synthetic_weather_api_v1
2022-12-30,Porto,10.1,6.8,13.3,1,22.6,79,5.6,synthetic_weather_api_v1
2022-12-31,Porto,9.9,6.2,10.4,1,16.7,86,2.0,synthetic_weather_api_v1
2023-01-01,Porto,11.7,7.0,15.3,1,6.5,70,4.7,synthetic_weather_api_v1
2023-01-02,Porto,11.2,7.6,14.0,0,0.0,59,6.0,synthetic_weather_api_v1
2023-01-03,Porto,10.1,5.7,14.2,0,0.0,61,13.1,synthetic_weather_api_v1
2023-01-04,Porto,6.5,3.4,9.7,0,0.0,67,12.7,synthetic_weather_api_v1
2023-01-05,Porto,10.5,6.6,14.6,1,2.9,69,15.9,synthetic_weather_api_v1
2023-01-06,Porto,10.1,6.8,12.7,0,0.0,69,15.2,synthetic_weather_api_v1
2023-01-07,Porto,11.5,9.7,14.2,0,0.0,58,5.3,synthetic_weather_api_v1
2023-01-08,Porto,12.8,9.0,16.1,1,3.8,85,17.3,synthetic_weather_api_v1
2023-01-09,Porto,14.0,10.3,16.9,0,0.0,63,19.7,synthetic_weather_api_v1
2023-01-10,Porto,11.1,7.2,14.5,0,0.0,69,14.8,synthetic_weather_api_v1
2023-01-11,Porto,8.6,2.9,12.6,0,0.0,53,12.8,synthetic_weather_api_v1
2023-01-12,Porto,10.0,7.6,13.3,1,8.8,98,14.8,synthetic_weather_api_v1
2023-01-13,Porto,10.4,7.8,13.5,0,0.0,48,14.2,synthetic_weather_api_v1
2023-01-14,Porto,12.5,9.0,14.3,1,8.0,83,17.8,synthetic_weather_api_v1
2023-01-15,Porto,12.0,8.8,16.1,0,0.0,51,6.5,synthetic_weather_api_v1
2023-01-16,Porto,8.7,5.7,12.1,1,10.9,75,9.8,synthetic_weather_api_v1
2023-01-17,Porto,9.7,4.2,15.0,1,3.0,71,14.7,synthetic_weather_api_v1
2023-01-18,Porto,9.1,4.8,13.5,0,0.0,70,13.7,synthetic_weather_api_v1
2023-01-19,Porto,12.0,7.4,16.8,1,12.0,71,6.3,synthetic_weather_api_v1
2023-01-20,Porto,7.9,4.9,12.2,1,2.2,84,19.6,synthetic_weather_api_v1
2023-01-21,Porto,10.1,7.7,12.2,1,20.0,67,16.1,synthetic_weather_api_v1
2023-01-22,Porto,9.2,7.2,12.5,1,3.7,72,11.2,synthetic_weather_api_v1
2023-01-23,Porto,8.2,4.1,13.0,1,8.6,76,12.7,synthetic_weather_api_v1
2023-01-24,Porto,10.8,7.1,13.2,1,4.2,78,18.8,synthetic_weather_api_v1
2023-01-25,Porto,14.6,11.2,16.7,0,0.0,67,9.9,synthetic_weather_api_v1
2023-01-26,Porto,9.7,8.2,11.1,0,0.0,54,11.1,synthetic_weather_api_v1
2023-01-27,Porto,9.5,6.5,13.9,1,9.7,78,13.8,synthetic_weather_api_v1
2023-01-28,Porto,11.8,8.3,14.5,0,0.0,63,17.9,synthetic_weather_api_v1
2023-01-29,Porto,10.0,6.8,14.9,0,0.0,57,16.4,synthetic_weather_api_v1
2023-01-30,Porto,8.9,6.5,12.2,0,0.0,82,14.9,synthetic_weather_api_v1
2023-01-31,Porto,14.4,11.1,16.7,1,3.3,84,19.8,synthetic_weather_api_v1
2023-02-01,Porto,12.8,9.8,15.8,0,0.0,78,15.8,synthetic_weather_api_v1
2023-02-02,Porto,14.4,10.4,18.8,1,5.1,78,22.4,synthetic_weather_api_v1
2023-02-03,Porto,11.6,8.1,14.8,0,0.0,61,13.2,synthetic_weather_api_v1
2023-02-04,Porto,11.0,6.6,15.4,1,8.3,86,15.0,synthetic_weather_api_v1
2023-02-05,Porto,11.8,9.0,15.2,0,0.0,67,16.3,synthetic_weather_api_v1
2023-02-06,Porto,10.3,8.2,15.5,0,0.0,55,9.2,synthetic_weather_api_v1
2023-02-07,Porto,10.6,7.2,14.5,1,2.8,73,6.1,synthetic_weather_api_v1
2023-02-08,Porto,8.7,6.6,11.5,0,0.0,51,6.6,synthetic_weather_api_v1
2023-02-09,Porto,12.0,11.0,12.3,0,0.0,58,19.2,synthetic_weather_api_v1
2023-02-10,Porto,16.6,15.1,17.0,0,0.0,64,14.6,synthetic_weather_api_v1
2023-02-11,Porto,9.2,4.6,13.9,1,4.7,83,10.0,synthetic_weather_api_v1
2023-02-12,Porto,10.6,8.2,14.3,0,0.0,64,13.7,synthetic_weather_api_v1
2023-02-13,Porto,13.1,9.7,15.9,0,0.0,54,10.2,synthetic_weather_api_v1
2023-02-14,Porto,13.5,10.8,14.6,1,4.4,75,11.5,synthetic_weather_api_v1
2023-02-15,Porto,7.0,3.3,10.5,1,1.2,86,15.0,synthetic_weather_api_v1
2023-02-16,Porto,8.3,4.9,12.4,0,0.0,45,16.7,synthetic_weather_api_v1
2023-02-17,Porto,9.0,6.5,11.7,1,8.3,74,9.7,synthetic_weather_api_v1
2023-02-18,Porto,9.0,4.3,13.8,0,0.0,65,5.5,synthetic_weather_api_v1
2023-02-19,Porto,10.5,6.1,14.6,1,2.9,56,15.7,synthetic_weather_api_v1
2023-02-20,Porto,13.7,9.8,17.6,0,0.0,63,16.7,synthetic_weather_api_v1
2023-02-21,Porto,9.3,6.9,13.0,0,0.0,55,17.9,synthetic_weather_api_v1
2023-02-22,Porto,10.7,6.6,15.1,1,2.7,64,23.9,synthetic_weather_api_v1
2023-02-23,Porto,10.6,6.7,13.4,1,10.6,67,14.8,synthetic_weather_api_v1
2023-02-24,Porto,11.7,7.7,16.4,0,0.0,56,9.2,synthetic_weather_api_v1
2023-02-25,Porto,8.8,6.9,11.5,0,0.0,45,24.3,synthetic_weather_api_v1
2023-02-26,Porto,9.2,3.8,13.0,0,0.0,68,8.5,synthetic_weather_api_v1
2023-02-27,Porto,8.9,6.9,11.9,0,0.0,60,15.1,synthetic_weather_api_v1
2023-02-28,Porto,8.5,5.1,11.9,1,9.9,81,13.8,synthetic_weather_api_v1
2023-03-01,Porto,11.8,8.7,16.0,0,0.0,67,12.7,synthetic_weather_api_v1
2023-03-02,Porto,16.8,12.3,20.6,1,5.6,77,21.3,synthetic_weather_api_v1
2023-03-03,Porto,10.0,7.2,12.3,0,0.0,74,18.7,synthetic_weather_api_v1
2023-03-04,Porto,11.9,8.0,15.6,0,0.0,76,12.9,synthetic_weather_api_v1
2023-03-05,Porto,12.1,9.3,14.3,0,0.0,65,8.7,synthetic_weather_api_v1
2023-03-06,Porto,8.6,6.3,13.2,0,0.0,81,13.8,synthetic_weather_api_v1
2023-03-07,Porto,14.1,10.8,16.6,0,0.0,76,10.8,synthetic_weather_api_v1
2023-03-08,Porto,11.0,8.3,14.9,1,0.9,65,18.9,synthetic_weather_api_v1
2023-03-09,Porto,12.9,10.1,15.4,0,0.0,70,17.3,synthetic_weather_api_v1
2023-03-10,Porto,7.6,5.6,11.9,0,0.0,63,8.0,synthetic_weather_api_v1
2023-03-11,Porto,15.5,11.6,18.9,0,0.0,57,14.2,synthetic_weather_api_v1
2023-03-12,Porto,13.9,11.6,16.8,0,0.0,67,14.3,synthetic_weather_api_v1
2023-03-13,Porto,15.5,12.3,19.3,0,0.0,64,11.7,synthetic_weather_api_v1
2023-03-14,Porto,12.1,8.7,15.3,0,0.0,77,9.8,synthetic_weather_api_v1
2023-03-15,Porto,12.7,9.5,14.5,1,2.6,69,10.9,synthetic_weather_api_v1
2023-03-16,Porto,14.6,10.9,19.0,1,5.0,81,10.5,synthetic_weather_api_v1
2023-03-17,Porto,15.1,12.0,18.7,0,0.0,63,13.8,synthetic_weather_api_v1
2023-03-18,Porto,14.0,11.1,16.9,1,4.6,72,12.8,synthetic_weather_api_v1
2023-03-19,Porto,12.1,9.0,14.1,1,4.9,83,21.8,synthetic_weather_api_v1
2023-03-20,Porto,14.7,11.6,18.8,1,4.0,82,11.1,synthetic_weather_api_v1
2023-03-21,Porto,12.8,8.3,16.6,0,0.0,58,11.2,synthetic_weather_api_v1
2023-03-22,Porto,13.3,9.8,16.4,1,6.9,73,13.0,synthetic_weather_api_v1
2023-03-23,Porto,13.1,11.4,17.6,1,4.6,87,18.9,synthetic_weather_api_v1
2023-03-24,Porto,8.5,6.5,12.6,1,6.2,83,9.2,synthetic_weather_api_v1
2023-03-25,Porto,12.5,9.5,16.5,1,3.1,59,7.7,synthetic_weather_api_v1
2023-03-26,Porto,12.6,8.4,17.7,0,0.0,64,8.6,synthetic_weather_api_v1
2023-03-27,Porto,14.2,8.6,18.4,0,0.0,54,16.8,synthetic_weather_api_v1
2023-03-28,Porto,14.6,11.6,19.3,1,4.8,66,18.9,synthetic_weather_api_v1
2023-03-29,Porto,9.9,6.9,12.6,1,23.0,70,19.1,synthetic_weather_api_v1
2023-03-30,Porto,12.8,8.8,16.7,0,0.0,53,4.8,synthetic_weather_api_v1
2023-03-31,Porto,13.1,11.4,15.5,0,0.0,59,17.1,synthetic_weather_api_v1
2023-04-01,Porto,12.0,10.0,14.9,1,7.9,77,9.9,synthetic_weather_api_v1
2023-04-02,Porto,17.1,15.2,19.9,0,0.0,71,19.7,synthetic_weather_api_v1
2023-04-03,Porto,11.9,9.1,15.6,0,0.0,61,12.3,synthetic_weather_api_v1
2023-04-04,Porto,16.5,13.3,20.4,1,18.5,75,10.7,synthetic_weather_api_v1
2023-04-05,Porto,13.7,11.9,16.1,1,3.6,79,8.1,synthetic_weather_api_v1
2023-04-06,Porto,14.3,10.7,17.6,1,6.8,62,15.9,synthetic_weather_api_v1
2023-04-07,Porto,13.4,8.8,18.7,1,2.0,82,9.2,synthetic_weather_api_v1
2023-04-08,Porto,13.4,10.9,16.5,0,0.0,64,8.4,synthetic_weather_api_v1
2023-04-09,Porto,12.2,8.0,15.7,0,0.0,53,8.9,synthetic_weather_api_v1
2023-04-10,Porto,15.8,13.8,18.9,1,7.9,75,13.8,synthetic_weather_api_v1
2023-04-11,Porto,16.1,11.6,20.9,1,2.3,72,21.7,synthetic_weather_api_v1
2023-04-12,Porto,14.0,11.2,18.3,0,0.0,77,17.0,synthetic_weather_api_v1
2023-04-13,Porto,13.7,9.7,17.7,1,14.3,70,21.3,synthetic_weather_api_v1
2023-04-14,Porto,14.8,11.2,18.5,1,2.8,76,12.1,synthetic_weather_api_v1
2023-04-15,Porto,15.0,11.6,18.8,1,5.3,79,14.7,synthetic_weather_api_v1
2023-04-16,Porto,18.1,14.4,22.4,1,2.0,67,13.8,synthetic_weather_api_v1
2023-04-17,Porto,9.6,6.5,12.4,1,3.8,79,11.2,synthetic_weather_api_v1
2023-04-18,Porto,13.3,9.6,15.9,0,0.0,62,8.5,synthetic_weather_api_v1
2023-04-19,Porto,13.3,8.8,16.6,0,0.0,69,25.1,synthetic_weather_api_v1
2023-04-20,Porto,15.7,13.2,20.4,0,0.0,73,11.2,synthetic_weather_api_v1
2023-04-21,Porto,13.6,11.0,15.9,0,0.0,69,13.3,synthetic_weather_api_v1
2023-04-22,Porto,9.9,6.9,11.6,0,0.0,67,19.3,synthetic_weather_api_v1
2023-04-23,Porto,14.8,11.2,18.8,0,0.0,73,15.9,synthetic_weather_api_v1
2023-04-24,Porto,15.7,13.7,17.3,1,12.7,64,12.8,synthetic_weather_api_v1
2023-04-25,Porto,12.8,10.9,15.7,0,0.0,62,13.8,synthetic_weather_api_v1
2023-04-26,Porto,13.3,7.4,16.8,0,0.0,57,12.7,synthetic_weather_api_v1
2023-04-27,Porto,13.2,10.4,16.5,0,0.0,62,13.2,synthetic_weather_api_v1
2023-04-28,Porto,13.4,11.5,15.2,0,0.0,70,19.9,synthetic_weather_api_v1
2023-04-29,Porto,11.6,7.8,14.0,1,13.3,70,13.6,synthetic_weather_api_v1
2023-04-30,Porto,14.5,11.3,17.0,0,0.0,62,14.8,synthetic_weather_api_v1
2023-05-01,Porto,16.7,13.4,20.6,1,2.9,77,22.6,synthetic_weather_api_v1
2023-05-02,Porto,17.4,13.1,21.0,0,0.0,64,9.0,synthetic_weather_api_v1
2023-05-03,Porto,18.3,14.3,22.6,0,0.0,71,7.3,synthetic_weather_api_v1
2023-05-04,Porto,15.7,12.9,18.5,0,0.0,57,13.7,synthetic_weather_api_v1
2023-05-05,Porto,16.1,12.2,20.4,0,0.0,74,11.0,synthetic_weather_api_v1
2023-05-06,Porto,15.7,14.0,18.7,0,0.0,65,16.5,synthetic_weather_api_v1
2023-05-07,Porto,15.5,12.2,18.7,0,0.0,62,7.3,synthetic_weather_api_v1
2023-05-08,Porto,16.1,12.8,19.4,0,0.0,71,16.8,synthetic_weather_api_v1
2023-05-09,Porto,15.6,12.0,18.0,0,0.0,59,14.5,synthetic_weather_api_v1
2023-05-10,Porto,14.3,12.5,16.1,0,0.0,57,16.1,synthetic_weather_api_v1
2023-05-11,Porto,18.5,15.3,22.3,0,0.0,81,26.2,synthetic_weather_api_v1
2023-05-12,Porto,11.1,7.5,14.1,1,8.8,66,13.1,synthetic_weather_api_v1
2023-05-13,Porto,16.9,13.4,21.1,0,0.0,64,12.0,synthetic_weather_api_v1
2023-05-14,Porto,17.0,13.0,20.1,0,0.0,62,12.7,synthetic_weather_api_v1
2023-05-15,Porto,12.9,8.5,17.8,1,4.1,64,17.1,synthetic_weather_api_v1
2023-05-16,Porto,15.1,12.3,17.3,0,0.0,73,10.1,synthetic_weather_api_v1
2023-05-17,Porto,19.1,17.6,20.8,0,0.0,62,12.3,synthetic_weather_api_v1
2023-05-18,Porto,17.4,14.0,21.3,0,0.0,59,9.0,synthetic_weather_api_v1
2023-05-19,Porto,13.9,11.1,15.4,0,0.0,78,19.6,synthetic_weather_api_v1
